Station,Date,Aerosol_Type_Land
DTU,1/18/2015,1.898157995
DTU,1/19/2015,2.455316543
DTU,1/20/2015,1.903058408
DTU,1/21/2015,2.227725437
DTU,1/22/2015,2.043123793
DTU,1/23/2015,2.841665417
DTU,1/24/2015,2.36309422
DTU,1/25/2015,1.857172885
DTU,1/26/2015,2.131051718
DTU,1/27/2015,2.683057733
DTU,1/28/2015,1.900365827
DTU,1/29/2015,1.928134591
DTU,1/30/2015,2.412887331
DTU,1/31/2015,2.177777129
DTU,2/1/2015,1.805602877
DTU,2/2/2015,2.322387644
DTU,2/3/2015,1.862667395
DTU,2/4/2015,2.472979837
DTU,2/5/2015,1.936464761
DTU,2/6/2015,2.25831744
DTU,2/7/2015,2.053240434
DTU,2/8/2015,2.662397951
DTU,2/9/2015,2.248060465
DTU,2/10/2015,1.928438744
DTU,2/11/2015,2.189402748
DTU,2/12/2015,2.653906446
DTU,2/13/2015,1.942773788
DTU,2/14/2015,1.972721014
DTU,2/15/2015,2.536185587
DTU,2/16/2015,2.277929726
DTU,2/17/2015,1.942043102
DTU,2/18/2015,2.177609748
DTU,2/19/2015,1.844391892
DTU,2/20/2015,2.50975354
DTU,2/21/2015,1.996712942
DTU,2/22/2015,2.254472517
DTU,2/23/2015,2.251675023
DTU,2/24/2015,2.849218076
DTU,2/25/2015,2.294880499
DTU,2/26/2015,1.963900862
DTU,2/27/2015,2.323461458
DTU,2/28/2015,1.972134723
DTU,3/1/2015,1.518095238
DTU,3/2/2015,1.7979059
DTU,3/3/2015,1.927781959
DTU,3/4/2015,1.989630102
DTU,3/5/2015,1.905418762
DTU,3/6/2015,1.996821315
DTU,3/7/2015,2.035725651
DTU,3/8/2015,1.983410382
DTU,3/9/2015,1.921414701
DTU,3/10/2015,1.991409176
DTU,3/11/2015,1.967080358
DTU,3/12/2015,1.984202963
DTU,3/13/2015,1.834426084
DTU,3/14/2015,1.996884347
DTU,3/15/2015,1.973346096
DTU,3/16/2015,1.872554716
DTU,3/17/2015,1.783581462
DTU,3/18/2015,1.928035077
DTU,3/19/2015,1.951681867
DTU,3/20/2015,1.990024458
DTU,3/21/2015,1.898197243
DTU,3/22/2015,1.977034575
DTU,3/23/2015,1.997784179
DTU,3/24/2015,1.986031903
DTU,3/25/2015,1.949756111
DTU,3/26/2015,1.972733524
DTU,3/27/2015,1.970235345
DTU,3/28/2015,1.943459443
DTU,3/29/2015,1.956472095
DTU,3/30/2015,1.968548025
DTU,3/31/2015,1.989842642
DTU,4/1/2015,1.809802695
DTU,4/2/2015,1.886387253
DTU,4/3/2015,1.852253358
DTU,4/4/2015,1.953217441
DTU,4/5/2015,1.971321052
DTU,4/6/2015,1.900648618
DTU,4/7/2015,1.927974728
DTU,4/8/2015,1.947479961
DTU,4/9/2015,1.975856915
DTU,4/10/2015,1.844860215
DTU,4/11/2015,1.914607385
DTU,4/12/2015,1.953710052
DTU,4/13/2015,1.852606263
DTU,4/14/2015,1.966600937
DTU,4/15/2015,1.716838266
DTU,4/16/2015,1.94390009
DTU,4/17/2015,1.928991896
DTU,4/18/2015,1.839560725
DTU,4/19/2015,1.771610574
DTU,4/20/2015,1.871090823
DTU,4/21/2015,1.911260951
DTU,4/22/2015,1.880421233
DTU,4/23/2015,1.87341736
DTU,4/24/2015,1.761406405
DTU,4/25/2015,1.949137242
DTU,4/26/2015,1.860499143
DTU,4/27/2015,1.816541187
DTU,4/28/2015,1.864456504
DTU,4/29/2015,1.847229557
DTU,4/30/2015,1.84350323
DTU,5/1/2015,1.867743147
DTU,5/2/2015,1.90810759
DTU,5/3/2015,1.950264046
DTU,5/4/2015,1.944885734
DTU,5/5/2015,1.828819631
DTU,5/6/2015,1.863428137
DTU,5/7/2015,1.930333928
DTU,5/8/2015,1.900697149
DTU,5/9/2015,1.902688257
DTU,5/10/2015,1.794428279
DTU,5/11/2015,1.967524713
DTU,5/12/2015,1.783618481
DTU,5/13/2015,1.875712714
DTU,5/14/2015,1.81697593
DTU,5/15/2015,1.836438471
DTU,5/16/2015,1.939025457
DTU,5/17/2015,1.92168519
DTU,5/18/2015,1.906067282
DTU,5/19/2015,1.750907791
DTU,5/20/2015,1.948170756
DTU,5/21/2015,1.787507864
DTU,5/22/2015,1.869494884
DTU,5/23/2015,1.900573966
DTU,5/24/2015,1.771136795
DTU,5/25/2015,1.757409486
DTU,5/26/2015,1.761784669
DTU,5/27/2015,1.937216747
DTU,5/28/2015,1.877912916
DTU,5/29/2015,1.960246163
DTU,5/30/2015,1.808850749
DTU,5/31/2015,1.831764932
DTU,6/1/2015,1.919634824
DTU,6/2/2015,1.813342591
DTU,6/4/2015,1.746778174
DTU,6/5/2015,1.917943226
DTU,6/6/2015,1.827391709
DTU,6/7/2015,1.869246788
DTU,6/8/2015,1.894099072
DTU,6/9/2015,1.94374384
DTU,6/10/2015,1.680509978
DTU,6/11/2015,1.831731712
DTU,6/12/2015,1.873796064
DTU,6/13/2015,1.867687227
DTU,6/14/2015,1.925242092
DTU,6/15/2015,1.749315711
DTU,6/16/2015,1.836762095
DTU,6/17/2015,1.940328394
DTU,6/18/2015,1.827935885
DTU,6/19/2015,1.857631552
DTU,6/20/2015,1.831618962
DTU,6/21/2015,1.935437722
DTU,6/22/2015,1.852277876
DTU,6/23/2015,1.852701811
DTU,6/24/2015,1.622795511
DTU,6/25/2015,1.950408035
DTU,6/26/2015,1.79878758
DTU,6/27/2015,1.845515919
DTU,6/28/2015,1.946024625
DTU,6/29/2015,1.762223151
DTU,6/30/2015,1.981261007
DTU,7/1/2015,1.790925239
DTU,7/2/2015,1.873384105
DTU,7/3/2015,1.965801389
DTU,7/4/2015,1.896820213
DTU,7/5/2015,1.786372539
DTU,7/6/2015,1.871038411
DTU,7/7/2015,1.974247265
DTU,7/8/2015,1.863462589
DTU,7/9/2015,1.941555977
DTU,7/10/2015,1.733558295
DTU,7/11/2015,1.838279857
DTU,7/12/2015,1.698856362
DTU,7/13/2015,1.942732874
DTU,7/14/2015,1.938450103
DTU,7/15/2015,1.822697126
DTU,7/16/2015,1.921361502
DTU,7/17/2015,1.840313332
DTU,7/18/2015,1.767745827
DTU,7/19/2015,1.957025982
DTU,7/20/2015,1.912800875
DTU,7/21/2015,1.784438624
DTU,7/22/2015,1.907636111
DTU,7/23/2015,1.862716763
DTU,7/24/2015,1.831184107
DTU,7/25/2015,1.878988709
DTU,7/26/2015,1.630038943
DTU,7/27/2015,1.994557716
DTU,7/28/2015,1.997873202
DTU,7/29/2015,1.951787569
DTU,7/30/2015,1.885556705
DTU,7/31/2015,1.681462141
DTU,8/1/2015,1.995303867
DTU,8/2/2015,1.688144593
DTU,8/3/2015,1.868688334
DTU,8/4/2015,1.974495913
DTU,8/5/2015,1.832381859
DTU,8/6/2015,1.70982507
DTU,8/7/2015,1.916847995
DTU,8/8/2015,1.861352441
DTU,8/9/2015,1.900977922
DTU,8/10/2015,1.814171724
DTU,8/11/2015,1.867746743
DTU,8/12/2015,1.754566995
DTU,8/13/2015,1.783294154
DTU,8/14/2015,1.87089261
DTU,8/15/2015,1.814325323
DTU,8/16/2015,1.927078702
DTU,8/17/2015,1.811589595
DTU,8/18/2015,1.909938424
DTU,8/19/2015,1.909515718
DTU,8/20/2015,1.987840762
DTU,8/21/2015,1.83807476
DTU,8/22/2015,1.861603784
DTU,8/23/2015,1.879022332
DTU,8/24/2015,1.956298821
DTU,8/25/2015,1.956933855
DTU,8/26/2015,1.916143545
DTU,8/27/2015,1.932013141
DTU,8/28/2015,1.723712358
DTU,8/29/2015,1.826304352
DTU,8/30/2015,1.915154749
DTU,8/31/2015,1.933929665
DTU,9/1/2015,1.854062642
DTU,9/2/2015,1.912128537
DTU,9/3/2015,1.931548355
DTU,9/4/2015,1.966579899
DTU,9/5/2015,1.996028143
DTU,9/6/2015,1.817298858
DTU,9/7/2015,1.933111832
DTU,9/8/2015,1.994751603
DTU,9/9/2015,1.952719847
DTU,9/10/2015,1.928914809
DTU,9/11/2015,1.883647477
DTU,9/12/2015,1.983704318
DTU,9/13/2015,1.978372737
DTU,9/14/2015,1.847463884
DTU,9/15/2015,1.791967509
DTU,9/16/2015,1.907885351
DTU,9/17/2015,1.777263158
DTU,9/18/2015,1.889785984
DTU,9/19/2015,1.954106568
DTU,9/20/2015,1.941459877
DTU,9/21/2015,1.994541059
DTU,9/22/2015,1.805367945
DTU,9/23/2015,1.863181313
DTU,9/24/2015,1.992686119
DTU,9/25/2015,1.675609756
DTU,9/26/2015,1.884535386
DTU,9/27/2015,1.920197812
DTU,9/28/2015,1.985563792
DTU,9/29/2015,1.966714784
DTU,9/30/2015,1.941423343
DTU,10/1/2015,1.979804067
DTU,10/2/2015,1.945028914
DTU,10/3/2015,1.871042091
DTU,10/4/2015,1.86483204
DTU,10/5/2015,1.930863697
DTU,10/6/2015,1.941634621
DTU,10/7/2015,1.838676469
DTU,10/8/2015,1.827304838
DTU,10/9/2015,1.957885458
DTU,10/10/2015,1.803204388
DTU,10/11/2015,1.935676047
DTU,10/12/2015,1.854889203
DTU,10/13/2015,1.846941776
DTU,10/14/2015,1.96521241
DTU,10/15/2015,1.7723148
DTU,10/16/2015,1.954000344
DTU,10/17/2015,1.923176471
DTU,10/18/2015,1.946206026
DTU,10/19/2015,1.730344
DTU,10/20/2015,1.870116704
DTU,10/21/2015,1.932018205
DTU,10/22/2015,1.91496255
DTU,10/23/2015,1.97655398
DTU,10/24/2015,1.897248495
DTU,10/25/2015,1.948115053
DTU,10/26/2015,1.782434053
DTU,10/27/2015,1.929132609
DTU,10/28/2015,1.826091344
DTU,10/29/2015,1.728755967
DTU,10/30/2015,1.947611748
DTU,10/31/2015,1.936471957
DTU,11/1/2015,1.957795393
DTU,11/2/2015,1.917043539
DTU,11/3/2015,1.927326045
DTU,11/4/2015,1.845490327
DTU,11/5/2015,1.944472236
DTU,11/6/2015,1.895407784
DTU,11/7/2015,1.952207398
DTU,11/8/2015,1.824173076
DTU,11/9/2015,1.715012507
DTU,11/10/2015,1.90525837
DTU,11/11/2015,1.986733893
DTU,11/12/2015,1.933177139
DTU,11/13/2015,1.765252957
DTU,11/14/2015,1.895262955
DTU,11/15/2015,1.929606651
DTU,11/16/2015,1.934969826
DTU,11/17/2015,1.925383317
DTU,11/18/2015,1.908301759
DTU,11/19/2015,1.942703788
DTU,11/20/2015,1.901196172
DTU,11/21/2015,1.911058707
DTU,11/22/2015,1.82270848
DTU,11/23/2015,1.928178589
DTU,11/24/2015,1.973666809
DTU,11/25/2015,1.98838781
DTU,11/26/2015,1.946571864
DTU,11/27/2015,1.993043943
DTU,11/28/2015,1.927015691
DTU,11/29/2015,1.790151947
DTU,11/30/2015,1.889535851
DTU,12/1/2015,2.077312351
DTU,12/2/2015,2.643702343
DTU,12/3/2015,1.990193713
DTU,12/4/2015,2.624443455
DTU,12/5/2015,2.380789899
DTU,12/6/2015,1.762709067
DTU,12/7/2015,2.179180135
DTU,12/8/2015,1.990714967
DTU,12/9/2015,2.706018435
DTU,12/10/2015,2.272440786
DTU,12/11/2015,1.733392023
DTU,12/12/2015,2.160651984
DTU,12/13/2015,1.744455404
DTU,12/14/2015,2.355747211
DTU,12/15/2015,1.824679054
DTU,12/16/2015,2.402347908
DTU,12/17/2015,2.102926503
DTU,12/18/2015,1.831688055
DTU,12/19/2015,2.034740674
DTU,12/20/2015,1.835003364
DTU,12/21/2015,2.336318512
DTU,12/22/2015,1.84787627
DTU,12/23/2015,2.210294153
DTU,12/24/2015,1.988985643
DTU,12/25/2015,2.590578511
DTU,12/26/2015,1.986892561
DTU,12/27/2015,1.739728983
DTU,12/28/2015,2.232658099
DTU,12/29/2015,2.634192636
DTU,12/30/2015,2.406813446
DTU,12/31/2015,1.88728447
DTU,1/1/2016,2.3971207
DTU,1/2/2016,2.164065893
DTU,1/3/2016,1.898807606
DTU,1/4/2016,2.122554189
DTU,1/5/2016,1.862563628
DTU,1/6/2016,2.534859037
DTU,1/7/2016,1.745567376
DTU,1/8/2016,2.120030084
DTU,1/9/2016,2.019770064
DTU,1/10/2016,2.63009152
DTU,1/11/2016,2.278845708
DTU,1/12/2016,2.670016308
DTU,1/13/2016,2.230719289
DTU,1/14/2016,1.889776962
DTU,1/15/2016,2.493773532
DTU,1/16/2016,1.81698053
DTU,1/17/2016,2.307811563
DTU,1/18/2016,2.112601704
DTU,1/19/2016,1.771386682
DTU,1/20/2016,1.819773921
DTU,1/21/2016,2.323365355
DTU,1/22/2016,2.527248766
DTU,1/23/2016,1.706782953
DTU,1/24/2016,2.060876309
DTU,1/25/2016,2.131384298
DTU,1/26/2016,2.72879065
DTU,1/27/2016,2.266395569
DTU,1/28/2016,1.994241843
DTU,1/29/2016,2.36379849
DTU,1/30/2016,2.741185971
DTU,1/31/2016,2.524247347
DTU,2/1/2016,1.871861934
DTU,2/2/2016,2.444690294
DTU,2/3/2016,2.193848921
DTU,2/4/2016,1.692767031
DTU,2/5/2016,2.102082004
DTU,2/6/2016,2.485023155
DTU,2/7/2016,2.456612145
DTU,2/8/2016,1.924999135
DTU,2/9/2016,2.18210107
DTU,2/10/2016,2.067514812
DTU,2/11/2016,2.604959012
DTU,2/12/2016,2.306230339
DTU,2/13/2016,2.608616693
DTU,2/14/2016,2.267273275
DTU,2/15/2016,1.850637445
DTU,2/16/2016,1.921813818
DTU,2/17/2016,1.864299561
DTU,2/18/2016,2.590729345
DTU,2/28/2016,1.864485727
DTU,2/29/2016,2.15327291
DTU,3/1/2016,1.990647688
DTU,3/2/2016,2.045706309
DTU,3/3/2016,1.861025897
DTU,3/4/2016,1.843951969
DTU,3/5/2016,1.920482202
DTU,3/6/2016,1.973799481
DTU,3/7/2016,1.769940315
DTU,3/8/2016,1.957864597
DTU,3/9/2016,2.007840904
DTU,3/10/2016,1.983010085
DTU,3/11/2016,1.62961694
DTU,3/12/2016,1.92325315
DTU,3/13/2016,1.959503123
DTU,3/14/2016,1.894808848
DTU,3/15/2016,1.982420827
DTU,3/16/2016,1.982457609
DTU,3/17/2016,1.986318353
DTU,3/18/2016,2.04900717
DTU,3/19/2016,1.944328514
DTU,3/20/2016,1.833779508
DTU,3/21/2016,1.91605576
DTU,3/22/2016,1.977805313
DTU,3/23/2016,1.540752351
DTU,3/24/2016,1.987100523
DTU,3/25/2016,1.83550143
DTU,3/26/2016,1.978024409
DTU,3/27/2016,1.902703116
DTU,3/28/2016,1.961084053
DTU,3/29/2016,1.926142105
DTU,3/30/2016,1.950305638
DTU,3/31/2016,1.984446301
DTU,4/1/2016,1.624082505
DTU,4/2/2016,1.986150292
DTU,4/3/2016,1.836552749
DTU,4/4/2016,1.942631501
DTU,4/5/2016,1.887827188
DTU,4/6/2016,1.871440536
DTU,4/7/2016,1.93494111
DTU,4/8/2016,1.591898657
DTU,4/9/2016,1.913945365
DTU,4/10/2016,1.892824336
DTU,4/11/2016,1.966536601
DTU,4/12/2016,1.804010535
DTU,4/13/2016,1.938227188
DTU,4/14/2016,1.922088086
DTU,4/15/2016,1.892558916
DTU,4/16/2016,1.941597618
DTU,4/17/2016,1.86693473
DTU,4/18/2016,1.947051561
DTU,4/19/2016,1.905117937
DTU,4/20/2016,1.938767808
DTU,4/21/2016,1.748173886
DTU,4/22/2016,1.851829771
DTU,4/23/2016,1.899544465
DTU,4/24/2016,1.851396831
DTU,4/25/2016,1.82443967
DTU,4/26/2016,1.778194591
DTU,4/27/2016,1.921200651
DTU,4/28/2016,1.828733018
DTU,4/29/2016,1.838763933
DTU,4/30/2016,1.861932595
DTU,5/1/2016,1.873262209
DTU,5/2/2016,1.980630096
DTU,5/3/2016,1.877858628
DTU,5/4/2016,1.930856997
DTU,5/5/2016,2.047789337
DTU,5/6/2016,1.910250638
DTU,5/7/2016,1.86342671
DTU,5/8/2016,1.85826382
DTU,5/9/2016,1.922956737
DTU,5/10/2016,1.849089968
DTU,5/11/2016,1.869517707
DTU,5/12/2016,1.786412703
DTU,5/13/2016,1.926730182
DTU,5/14/2016,1.783882608
DTU,5/15/2016,1.854989817
DTU,5/16/2016,1.867298264
DTU,5/17/2016,1.830202994
DTU,5/18/2016,1.884825665
DTU,5/19/2016,1.941896985
DTU,5/20/2016,1.863273196
DTU,5/21/2016,1.787303481
DTU,5/22/2016,1.939121337
DTU,5/23/2016,1.704453008
DTU,5/24/2016,1.868194842
DTU,5/25/2016,1.873042692
DTU,5/26/2016,1.910744839
DTU,5/27/2016,1.770345701
DTU,5/28/2016,1.700099701
DTU,5/29/2016,1.875283711
DTU,5/30/2016,1.879792558
DTU,5/31/2016,1.969796592
DTU,6/1/2016,1.807122999
DTU,6/2/2016,1.82047063
DTU,6/3/2016,1.916401743
DTU,6/4/2016,1.936662043
DTU,6/5/2016,1.851860575
DTU,6/6/2016,1.810340898
DTU,6/7/2016,1.89206955
DTU,6/8/2016,1.826192161
DTU,6/9/2016,1.871212453
DTU,6/10/2016,1.837033242
DTU,6/11/2016,1.836420387
DTU,6/12/2016,1.74121049
DTU,6/13/2016,1.856148162
DTU,6/14/2016,1.888602013
DTU,6/15/2016,1.913514801
DTU,6/16/2016,1.979940493
DTU,6/17/2016,1.798041582
DTU,6/18/2016,1.563183524
DTU,6/19/2016,1.976139854
DTU,6/20/2016,1.904458599
DTU,6/21/2016,1.747266589
DTU,6/22/2016,1.86192053
DTU,6/23/2016,1.931384099
DTU,6/24/2016,1.882432366
DTU,6/25/2016,1.89536323
DTU,6/26/2016,1.862258561
DTU,6/27/2016,1.738455568
DTU,6/28/2016,1.963509635
DTU,6/29/2016,1.884149552
DTU,6/30/2016,1.895667952
DTU,7/1/2016,1.892304266
DTU,7/2/2016,1.89638777
DTU,7/3/2016,1.749435077
DTU,7/4/2016,1.804022082
DTU,7/5/2016,1.980886621
DTU,7/6/2016,1.820055797
DTU,7/7/2016,1.764584728
DTU,7/8/2016,1.860787671
DTU,7/9/2016,1.909286593
DTU,7/10/2016,1.924648455
DTU,7/11/2016,1.904007757
DTU,7/12/2016,1.847356082
DTU,7/13/2016,1.987956928
DTU,7/14/2016,1.786836028
DTU,7/15/2016,1.861346179
DTU,7/16/2016,1.841578087
DTU,7/17/2016,1.946119959
DTU,7/18/2016,1.988518198
DTU,7/19/2016,1.92764878
DTU,7/20/2016,1.775300833
DTU,7/21/2016,1.993123934
DTU,7/22/2016,1.806663837
DTU,7/23/2016,1.82344662
DTU,7/24/2016,1.898743413
DTU,7/25/2016,1.906701457
DTU,7/26/2016,1.94372679
DTU,7/27/2016,1.850121994
DTU,7/28/2016,1.788344204
DTU,7/29/2016,1.999024581
DTU,7/30/2016,1.67140261
DTU,7/31/2016,1.931295444
DTU,8/1/2016,1.815803313
DTU,8/2/2016,1.859576427
DTU,8/3/2016,1.892649263
DTU,8/4/2016,1.918480472
DTU,8/5/2016,1.981248621
DTU,8/6/2016,1.98970108
DTU,8/7/2016,1.989705882
DTU,8/8/2016,1.683086396
DTU,8/9/2016,1.987331482
DTU,8/10/2016,1.897500349
DTU,8/11/2016,1.940474838
DTU,8/12/2016,1.798952357
DTU,8/13/2016,1.926873628
DTU,8/14/2016,1.919755308
DTU,8/15/2016,1.812920889
DTU,8/16/2016,1.985797744
DTU,8/17/2016,1.921533213
DTU,8/18/2016,1.948689956
DTU,8/19/2016,1.782695919
DTU,8/20/2016,1.941122234
DTU,8/21/2016,1.974129435
DTU,8/22/2016,1.756942734
DTU,8/23/2016,1.891567243
DTU,8/24/2016,1.755618939
DTU,8/25/2016,1.912608102
DTU,8/26/2016,1.947441111
DTU,8/27/2016,1.946729056
DTU,8/28/2016,1.976375197
DTU,8/29/2016,1.949105915
DTU,8/30/2016,1.711018559
DTU,8/31/2016,1.724472113
DTU,9/1/2016,1.957358053
DTU,9/2/2016,1.877923293
DTU,9/3/2016,1.856821719
DTU,9/4/2016,1.8644058
DTU,9/5/2016,1.960256265
DTU,9/6/2016,1.970111172
DTU,9/7/2016,1.832477855
DTU,9/8/2016,1.884943884
DTU,9/9/2016,1.90675816
DTU,9/10/2016,1.865316298
DTU,9/11/2016,1.91519761
DTU,9/12/2016,1.949574942
DTU,9/13/2016,1.900009739
DTU,9/14/2016,1.98811107
DTU,9/15/2016,1.992882271
DTU,9/16/2016,1.888001191
DTU,9/17/2016,1.860420901
DTU,9/18/2016,1.882294491
DTU,9/19/2016,1.872231894
DTU,9/20/2016,1.833866792
DTU,9/21/2016,1.969756854
DTU,9/22/2016,1.893569064
DTU,9/23/2016,1.992252612
DTU,9/24/2016,1.855242769
DTU,9/25/2016,1.908365117
DTU,9/26/2016,1.942795076
DTU,9/27/2016,1.831412655
DTU,9/28/2016,1.933269476
DTU,9/29/2016,1.833981593
DTU,9/30/2016,1.9800079
DTU,10/1/2016,1.937731798
DTU,10/2/2016,1.902141875
DTU,10/3/2016,1.985654807
DTU,10/4/2016,1.915186202
DTU,10/5/2016,1.798251896
DTU,10/6/2016,1.763176702
DTU,10/7/2016,1.955057529
DTU,10/8/2016,1.873503164
DTU,10/9/2016,1.975847557
DTU,10/10/2016,1.844684636
DTU,10/11/2016,1.948711202
DTU,10/12/2016,1.989410934
DTU,10/13/2016,1.916250115
DTU,10/14/2016,1.889603916
DTU,10/15/2016,1.908383711
DTU,10/16/2016,1.979829402
DTU,10/17/2016,1.779310345
DTU,10/18/2016,1.960068343
DTU,10/19/2016,1.976326008
DTU,10/20/2016,1.960458882
DTU,10/21/2016,1.909752806
DTU,10/22/2016,1.871516516
DTU,10/23/2016,1.937626015
DTU,10/24/2016,1.922964105
DTU,10/25/2016,1.971769677
DTU,10/26/2016,1.958098229
DTU,10/27/2016,1.952502999
DTU,10/28/2016,1.986869837
DTU,10/29/2016,1.939626513
DTU,10/30/2016,1.850185624
DTU,10/31/2016,1.899156715
DTU,11/1/2016,1.970239887
DTU,11/2/2016,1.974435012
DTU,11/3/2016,1.966585636
DTU,11/4/2016,1.797032725
DTU,11/5/2016,1.94911855
DTU,11/6/2016,1.82152915
DTU,11/7/2016,1.889249679
DTU,11/8/2016,1.940580732
DTU,11/9/2016,1.942639976
DTU,11/10/2016,1.871891408
DTU,11/11/2016,1.947463575
DTU,11/12/2016,1.959573887
DTU,11/13/2016,1.819050497
DTU,11/14/2016,1.943687047
DTU,11/15/2016,1.870454961
DTU,11/16/2016,1.911739801
DTU,11/17/2016,1.959906182
DTU,11/18/2016,1.966049074
DTU,11/19/2016,1.948467522
DTU,11/20/2016,1.705788685
DTU,11/21/2016,1.958846752
DTU,11/22/2016,1.704559585
DTU,11/23/2016,1.902984055
DTU,11/24/2016,1.913055604
DTU,11/25/2016,1.944808076
DTU,11/26/2016,1.966079
DTU,11/27/2016,1.929091191
DTU,11/28/2016,1.957022017
DTU,11/29/2016,1.751169581
DTU,11/30/2016,1.939844999
DTU,12/1/2016,1.835794804
DTU,12/2/2016,2.351905274
DTU,12/3/2016,2.101793802
DTU,12/4/2016,2.625278306
DTU,12/5/2016,2.029384145
DTU,12/6/2016,1.761478509
DTU,12/7/2016,2.417848708
DTU,12/8/2016,1.941614269
DTU,12/9/2016,1.92301077
DTU,12/10/2016,2.096437337
DTU,12/11/2016,2.616217542
DTU,12/12/2016,1.984194415
DTU,12/13/2016,1.814290852
DTU,12/14/2016,2.228038024
DTU,12/15/2016,1.763070814
DTU,12/16/2016,1.945850649
DTU,12/17/2016,1.93348222
DTU,12/18/2016,2.467156094
DTU,12/19/2016,2.158770889
DTU,12/20/2016,1.904228856
DTU,12/21/2016,2.105476738
DTU,12/22/2016,2.603086141
DTU,12/23/2016,2.423502126
DTU,12/24/2016,1.95850567
DTU,12/25/2016,2.231376838
DTU,12/26/2016,2.063117139
DTU,12/27/2016,2.622956022
DTU,12/28/2016,2.279279553
DTU,12/29/2016,2.0633726
DTU,12/30/2016,2.306188273
DTU,12/31/2016,2.733212234
DTU,1/1/2017,1.980977281
DTU,1/2/2017,1.937125593
DTU,1/3/2017,2.444812577
DTU,1/4/2017,2.178123084
DTU,1/5/2017,2.640992759
DTU,1/6/2017,2.204319263
DTU,1/7/2017,1.90827696
DTU,1/8/2017,2.515672232
DTU,1/9/2017,1.966644091
DTU,1/10/2017,2.224711785
DTU,1/11/2017,2.098692174
DTU,1/12/2017,2.680514262
DTU,1/13/2017,2.010887008
DTU,1/14/2017,2.233760876
DTU,1/15/2017,2.406225029
DTU,1/16/2017,2.711591232
DTU,1/17/2017,1.95195861
DTU,1/18/2017,1.897248244
DTU,1/19/2017,2.59809838
DTU,1/20/2017,2.16140334
DTU,1/21/2017,1.852197071
DTU,1/22/2017,2.203482743
DTU,1/23/2017,2.615446243
DTU,1/24/2017,2.496189024
DTU,1/25/2017,1.852070051
DTU,1/26/2017,2.549006485
DTU,1/27/2017,2.144631608
DTU,1/28/2017,1.930735931
DTU,1/29/2017,2.337991959
DTU,1/30/2017,2.089862627
DTU,1/31/2017,2.343899582
DTU,2/1/2017,1.867940718
DTU,2/2/2017,2.503668108
DTU,2/3/2017,2.078885124
DTU,2/4/2017,2.786273329
DTU,2/5/2017,2.283802745
DTU,2/6/2017,2.637425905
DTU,2/7/2017,2.254585789
DTU,2/8/2017,2.699547592
DTU,2/9/2017,2.462791974
DTU,2/10/2017,1.917404441
DTU,2/11/2017,2.302873419
DTU,2/12/2017,2.139996478
DTU,2/13/2017,2.669157004
DTU,2/14/2017,2.336778312
DTU,2/15/2017,2.161666293
DTU,2/16/2017,2.507309144
DTU,2/17/2017,2.64188851
DTU,2/18/2017,2.506017891
DTU,2/19/2017,2.019175623
DTU,2/20/2017,2.549677569
DTU,2/21/2017,2.233900997
DTU,2/22/2017,2.639123354
DTU,2/23/2017,2.202002612
DTU,2/24/2017,1.830488089
DTU,2/25/2017,2.457944274
DTU,2/26/2017,1.889534744
DTU,2/27/2017,2.348190977
DTU,2/28/2017,2.196459702
DTU,3/1/2017,1.832271551
DTU,3/2/2017,1.925051243
DTU,3/3/2017,1.809507571
DTU,3/4/2017,1.969248599
DTU,3/5/2017,2.143597192
DTU,3/6/2017,1.949930722
DTU,3/7/2017,1.878875568
DTU,3/8/2017,1.900062526
DTU,3/9/2017,1.982595243
DTU,3/10/2017,1.762962963
DTU,3/11/2017,1.924135636
DTU,3/12/2017,1.836340767
DTU,3/13/2017,1.977182566
DTU,3/14/2017,1.883978472
DTU,3/15/2017,1.973279124
DTU,3/16/2017,1.94074098
DTU,3/17/2017,1.940287543
DTU,3/18/2017,1.94286488
DTU,3/19/2017,1.986161252
DTU,3/20/2017,1.98117598
DTU,3/21/2017,1.834678142
DTU,3/22/2017,1.951359549
DTU,3/23/2017,1.93463903
DTU,3/24/2017,1.919990017
DTU,3/25/2017,1.971018742
DTU,3/26/2017,1.779256757
DTU,3/27/2017,1.978300235
DTU,3/28/2017,1.983654982
DTU,3/29/2017,1.980043635
DTU,3/30/2017,1.857647686
DTU,3/31/2017,1.949320148
DTU,4/1/2017,1.931314491
DTU,4/2/2017,1.901754265
DTU,4/3/2017,1.981704769
DTU,4/4/2017,1.742472819
DTU,4/5/2017,1.962017094
DTU,4/6/2017,1.80189098
DTU,4/7/2017,1.896984925
DTU,4/8/2017,1.817207638
DTU,4/9/2017,1.90051216
DTU,4/10/2017,1.951128924
DTU,4/11/2017,1.790734126
DTU,4/12/2017,1.905024919
DTU,4/13/2017,1.818051142
DTU,4/14/2017,1.965590815
DTU,4/15/2017,1.887446343
DTU,4/16/2017,1.940621793
DTU,4/17/2017,1.916666667
DTU,4/18/2017,1.807605283
DTU,4/19/2017,1.926333702
DTU,4/20/2017,1.78790932
DTU,4/21/2017,1.934363826
DTU,4/22/2017,1.883302468
DTU,4/23/2017,1.837365653
DTU,4/25/2017,1.846617265
DTU,4/26/2017,1.908200453
DTU,4/27/2017,1.859368211
DTU,4/28/2017,1.867164652
DTU,4/29/2017,1.815871896
